HEAT: 	INITIALIZED
2023-10-27 06:04:48.479828	FAN :	Waiting for 1 minute before next check
2023-10-27 06:05:40.817914	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 06:05:40.818193	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:05:49.005167	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 06:05:49.005434	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:05:49.005537	FAN :	Waiting for 1 minute before next check
2023-10-27 06:06:41.343665	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 06:06:41.343950	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:06:49.530991	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 06:06:49.531270	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:06:49.531372	FAN :	Waiting for 1 minute before next check
2023-10-27 06:07:41.869388	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 06:07:41.869655	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:07:50.056864	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 06:07:50.057106	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:07:50.057197	FAN :	Waiting for 1 minute before next check
2023-10-27 06:08:42.395156	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 06:08:42.395408	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:08:50.582577	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 06:08:50.582854	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:08:50.582957	FAN :	Waiting for 1 minute before next check
2023-10-27 06:09:42.920814	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 06:09:42.921076	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:09:51.108439	FAN -> 	Temperature=17.1°, Humidity=95.5%
2023-10-27 06:09:51.108718	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:09:51.108822	FAN :	Waiting for 1 minute before next check
2023-10-27 06:10:43.446518	HEAT-> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 06:10:43.446798	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:10:51.634197	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 06:10:51.634446	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:10:51.634534	FAN :	Waiting for 1 minute before next check
2023-10-27 06:11:43.972274	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:11:43.972544	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:11:52.160079	FAN -> 	Temperature=17.1°, Humidity=95.5%
2023-10-27 06:11:52.160354	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:11:52.160457	FAN :	Waiting for 1 minute before next check
2023-10-27 06:12:44.497963	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:12:44.498239	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:12:52.685879	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:12:52.686148	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:12:52.686252	FAN :	Waiting for 1 minute before next check
2023-10-27 06:13:45.023847	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 06:13:45.024119	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:13:53.211846	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 06:13:53.212129	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:13:53.212234	FAN :	Waiting for 1 minute before next check
2023-10-27 06:14:45.549571	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:14:45.549844	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:14:53.737671	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:14:53.737936	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:14:53.738039	FAN :	Waiting for 1 minute before next check
2023-10-27 06:15:46.075362	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:15:46.075641	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:15:54.263550	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:15:54.263796	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:15:54.263887	FAN :	Waiting for 1 minute before next check
2023-10-27 06:16:46.601123	HEAT-> 	Temperature=17.1°, Humidity=95.5%
2023-10-27 06:16:46.601388	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:16:54.789347	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:16:54.789610	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:16:54.789714	FAN :	Waiting for 1 minute before next check
2023-10-27 06:17:47.126800	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:17:47.127108	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:17:55.315197	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:17:55.315474	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:17:55.315576	FAN :	Waiting for 1 minute before next check
2023-10-27 06:18:47.652590	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:18:47.652889	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:18:55.841042	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:18:55.841310	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:18:55.841412	FAN :	Waiting for 1 minute before next check
2023-10-27 06:19:48.178723	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:19:48.179043	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:19:56.366846	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:19:56.367145	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:19:56.367249	FAN :	Waiting for 1 minute before next check
2023-10-27 06:20:48.704681	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:20:48.704960	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:20:56.892716	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:20:56.892989	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:20:56.893092	FAN :	Waiting for 1 minute before next check
2023-10-27 06:21:49.230357	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:21:49.230634	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:21:57.418565	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:21:57.418852	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:21:57.418955	FAN :	Waiting for 1 minute before next check
2023-10-27 06:22:49.756154	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:22:49.756423	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:23:00.475756	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:23:00.476058	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:23:00.476164	FAN :	Waiting for 1 minute before next check
2023-10-27 06:23:50.281810	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:23:50.282078	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:24:01.001581	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:24:01.001856	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:24:01.001959	FAN :	Waiting for 1 minute before next check
2023-10-27 06:24:50.807561	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:24:50.807815	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:25:01.527521	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:25:01.527798	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:25:01.527904	FAN :	Waiting for 1 minute before next check
2023-10-27 06:25:51.333188	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 06:25:51.333466	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:26:02.053394	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:26:02.053656	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:26:02.053759	FAN :	Waiting for 1 minute before next check
2023-10-27 06:26:51.858903	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:26:51.859194	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:27:02.579251	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:27:02.579524	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:27:02.579628	FAN :	Waiting for 1 minute before next check
2023-10-27 06:27:52.384708	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 06:27:52.384983	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:28:03.105050	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 06:28:03.105330	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:28:03.105434	FAN :	Waiting for 1 minute before next check
2023-10-27 06:28:52.910498	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 06:28:52.910776	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:29:03.630834	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:29:03.631134	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:29:03.631237	FAN :	Waiting for 1 minute before next check
2023-10-27 06:29:53.436359	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 06:29:53.436648	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:30:04.156679	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 06:30:04.156954	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:30:04.157058	FAN :	Waiting for 1 minute before next check
2023-10-27 06:30:53.962242	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 06:30:53.962522	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:31:04.682557	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:31:04.682827	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:31:04.682930	FAN :	Waiting for 1 minute before next check
2023-10-27 06:31:54.488073	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:31:54.488355	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:32:05.208403	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:32:05.208690	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:32:05.208795	FAN :	Waiting for 1 minute before next check
2023-10-27 06:32:55.013813	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 06:32:55.014085	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:33:05.734249	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 06:33:05.734519	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:33:05.734622	FAN :	Waiting for 1 minute before next check
2023-10-27 06:33:55.539505	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:33:55.539789	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:34:06.260174	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:34:06.260451	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:34:06.260555	FAN :	Waiting for 1 minute before next check
2023-10-27 06:34:56.065353	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 06:34:56.065621	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:35:06.786081	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:35:06.786351	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:35:06.786455	FAN :	Waiting for 1 minute before next check
2023-10-27 06:35:56.591151	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:35:56.591432	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:36:07.312048	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 06:36:07.312331	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:36:07.312433	FAN :	Waiting for 1 minute before next check
2023-10-27 06:36:57.116825	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:36:57.117093	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:37:07.837849	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:37:07.838127	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:37:07.838231	FAN :	Waiting for 1 minute before next check
2023-10-27 06:37:57.642473	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:37:57.642749	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:38:08.364117	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:38:08.364388	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:38:08.364490	FAN :	Waiting for 1 minute before next check
2023-10-27 06:38:58.168183	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:38:58.168465	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:39:08.890095	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:39:08.890352	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:39:08.890456	FAN :	Waiting for 1 minute before next check
2023-10-27 06:40:01.219434	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:40:01.219712	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:40:09.416071	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:40:09.416349	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:40:09.416452	FAN :	Waiting for 1 minute before next check
2023-10-27 06:41:01.745128	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:41:01.745406	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:41:09.941915	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 06:41:09.942187	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:41:09.942290	FAN :	Waiting for 1 minute before next check
2023-10-27 06:42:02.270816	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:42:02.271127	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:42:15.522745	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:42:15.523060	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:42:15.523165	FAN :	Waiting for 1 minute before next check
2023-10-27 06:43:02.796666	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:43:02.796936	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:43:16.048598	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:43:16.048867	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:43:16.048970	FAN :	Waiting for 1 minute before next check
2023-10-27 06:44:03.322321	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 06:44:03.322598	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:44:16.574408	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:44:16.574690	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:44:16.574793	FAN :	Waiting for 1 minute before next check
2023-10-27 06:45:03.848155	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:45:03.849974	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:45:17.100292	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 06:45:17.100564	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:45:17.100668	FAN :	Waiting for 1 minute before next check
2023-10-27 06:46:04.375496	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 06:46:04.375771	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:46:17.626176	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 06:46:17.626478	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:46:17.626586	FAN :	Waiting for 1 minute before next check
2023-10-27 06:47:04.901264	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:47:04.901515	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:47:18.152070	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:47:18.152300	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:47:18.152380	FAN :	Waiting for 1 minute before next check
2023-10-27 06:48:05.427036	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 06:48:05.427329	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:48:18.677812	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:48:18.678082	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:48:18.678185	FAN :	Waiting for 1 minute before next check
2023-10-27 06:49:05.952810	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:49:05.953056	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:49:19.203985	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:49:19.204228	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:49:19.204316	FAN :	Waiting for 1 minute before next check
2023-10-27 06:50:06.478528	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:50:06.478803	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:50:19.730048	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:50:19.730315	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:50:19.730417	FAN :	Waiting for 1 minute before next check
2023-10-27 06:51:07.004332	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:51:07.004622	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:51:20.255932	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:51:20.256241	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:51:20.256346	FAN :	Waiting for 1 minute before next check
2023-10-27 06:52:07.530135	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:52:07.530409	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:52:20.781815	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:52:20.782100	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:52:20.782204	FAN :	Waiting for 1 minute before next check
2023-10-27 06:53:08.055931	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:53:08.056204	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:53:21.307695	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:53:21.307989	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:53:21.308156	FAN :	Waiting for 1 minute before next check
2023-10-27 06:54:08.581733	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:54:08.582014	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:54:21.833593	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:54:21.833875	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:54:21.833978	FAN :	Waiting for 1 minute before next check
2023-10-27 06:55:09.107612	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 06:55:09.107889	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:55:22.359541	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:55:22.359836	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:55:22.359938	FAN :	Waiting for 1 minute before next check
2023-10-27 06:56:12.158775	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:56:12.159091	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:56:22.885307	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:56:22.885590	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:56:22.885693	FAN :	Waiting for 1 minute before next check
2023-10-27 06:57:12.684596	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 06:57:12.684870	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:57:23.411258	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:57:23.411514	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:57:23.411595	FAN :	Waiting for 1 minute before next check
2023-10-27 06:58:13.210303	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 06:58:13.210578	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:58:23.937006	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 06:58:23.937296	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:58:23.937399	FAN :	Waiting for 1 minute before next check
2023-10-27 06:59:13.736090	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 06:59:13.736364	HEAT:	Waiting for 1 minute before next check
2023-10-27 06:59:24.462906	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 06:59:24.463231	FAN : 	No criteria activated - keeping fan off
2023-10-27 06:59:24.463335	FAN :	Waiting for 1 minute before next check
2023-10-27 07:00:14.261801	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:00:14.262043	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:00:24.988750	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:00:24.989033	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:00:24.989135	FAN :	Waiting for 1 minute before next check
2023-10-27 07:01:14.787627	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:01:14.787897	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:01:25.514560	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:01:25.514857	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:01:25.514960	FAN :	Waiting for 1 minute before next check
2023-10-27 07:02:15.313367	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:02:15.313650	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:02:28.565594	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:02:28.565865	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:02:28.565969	FAN :	Waiting for 1 minute before next check
2023-10-27 07:03:18.364484	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:03:18.364762	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:03:29.091502	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:03:29.091786	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:03:29.091889	FAN :	Waiting for 1 minute before next check
2023-10-27 07:04:18.890229	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:04:18.890505	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:04:29.617341	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:04:29.617626	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:04:29.617718	FAN :	Waiting for 1 minute before next check
2023-10-27 07:05:19.415986	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:05:19.416347	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:05:30.143465	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:05:30.143722	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:05:30.143811	FAN :	Waiting for 1 minute before next check
2023-10-27 07:06:19.941785	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:06:19.942064	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:06:30.669465	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:06:30.669746	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:06:30.669850	FAN :	Waiting for 1 minute before next check
2023-10-27 07:07:22.999136	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:07:22.999409	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:07:31.195388	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:07:31.195675	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:07:31.195780	FAN :	Waiting for 1 minute before next check
2023-10-27 07:08:23.524803	HEAT-> 	Temperature=17.2°, Humidity=95.5%
2023-10-27 07:08:23.525091	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:08:31.721195	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:08:31.721480	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:08:31.721583	FAN :	Waiting for 1 minute before next check
2023-10-27 07:09:24.050579	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:09:24.050850	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:09:32.247023	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:09:32.247309	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:09:32.247412	FAN :	Waiting for 1 minute before next check
2023-10-27 07:10:24.576302	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:10:24.576587	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:10:32.772846	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:10:32.773118	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:10:32.773224	FAN :	Waiting for 1 minute before next check
2023-10-27 07:11:25.102058	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:11:25.102339	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:11:33.298666	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:11:33.298954	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:11:33.299092	FAN :	Waiting for 1 minute before next check
2023-10-27 07:12:25.627825	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:12:25.628108	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:12:33.824529	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:12:33.824801	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:12:33.824904	FAN :	Waiting for 1 minute before next check
2023-10-27 07:13:26.153555	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:13:26.153834	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:13:34.350300	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:13:34.350577	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:13:34.350679	FAN :	Waiting for 1 minute before next check
2023-10-27 07:14:26.679364	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:14:26.679645	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:14:34.876130	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:14:34.876411	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:14:34.876515	FAN :	Waiting for 1 minute before next check
2023-10-27 07:15:27.205102	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:15:27.205378	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:15:35.401972	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:15:35.402269	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:15:35.402373	FAN :	Waiting for 1 minute before next check
2023-10-27 07:16:27.730844	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:16:27.731136	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:16:35.927950	FAN -> 	Temperature=17.2°, Humidity=95.5%
2023-10-27 07:16:35.928300	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:16:35.928402	FAN :	Waiting for 1 minute before next check
2023-10-27 07:17:28.256591	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:17:28.256825	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:17:36.453869	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:17:36.454164	FAN : 	No criteria activated - keeping fan off
